Airport_A,Airport_B,Count,Month,A_IATA,A_Name,A_City,A_State,A_Country,A_Elevation,A_Lat,A_Lon,A_TZ,B_IATA,B_Name,B_City,B_State,B_Country,B_Elevation,B_Lat,B_Lon,B_TZ
KMIA,KRDU,540,2025-04,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
CYYZ,KMIA,382,2025-04,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KBWI,KMIA,608,2025-04,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KCHS,KMIA,194,2025-04,CHS,Charleston Air Force Base-International Airport,Charleston,South Carolina,US,46,32.89860153,-80.04049683,America/New_York,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KATL,KCLT,832,2025-04,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,US,1026,33.6366996765,-84.4281005859,America/New_York,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York
KBNA,KCLT,724,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York
KCHS,KPHL,358,2025-04,CHS,Charleston Air Force Base-International Airport,Charleston,South Carolina,US,46,32.89860153,-80.04049683,America/New_York,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York
CYUL,KMIA,188,2025-04,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.4706001282,-73.7407989502,America/Toronto,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KORD,KSAT,304,2025-04,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago
KEWR,MMUN,297,2025-04,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York,CUN,Cancun International Airport,Cancun,Quintana-Roo,MX,22,21.0365009308,-86.8770980835,America/Cancun
KBOS,KSFO,638,2025-04,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KMIA,KSFO,306,2025-04,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KCHS,KEWR,279,2025-04,CHS,Charleston Air Force Base-International Airport,Charleston,South Carolina,US,46,32.89860153,-80.04049683,America/New_York,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York
KMDW,KSNA,11,2025-04,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago,SNA,John Wayne Airport-Orange County Airport,Santa Ana,California,US,56,33.67570114,-117.8679962,America/Los_Angeles
EIDW,KCLT,59,2025-04,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York
EDDF,KCLT,60,2025-04,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York
KCLT,LEMD,50,2025-04,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
KDFW,LEMD,95,2025-04,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
KDFW,RJAA,70,2025-04,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
KJFK,LIRF,295,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
KJFK,LIMC,240,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
KDFW,LIRF,48,2025-04,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
EIDW,KDFW,60,2025-04,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago
EGLL,KDFW,295,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago
EGLL,KCLT,178,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York
EGLL,KHHR,534,2025-04,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles
KJFK,LEBL,157,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid
KJFK,LEMD,240,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
KCLT,LIRF,44,2025-04,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
EDDF,KIAH,120,2025-04,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago
EHAM,KSFO,120,2025-04,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KAUS,KPDX,62,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,PDX,Portland International Airport,Portland,Oregon,US,31,45.58869934,-122.5979996,America/Los_Angeles
KMIA,KMSP,254,2025-04,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago
KMSP,KSFO,365,2025-04,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KMSP,KNZY,275,2025-04,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
KHHR,KRDU,115,2025-04,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KCLT,KRDU,660,2025-04,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KJFK,KLAS,334,2025-04,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KHND,KJFK,336,2025-04,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
KDAL,KHND,359,2025-04,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KAUS,KDCA,59,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,DCA,Ronald Reagan Washington National Airport,Washington,Virginia,US,15,38.8521003723,-77.0376968384,America/New_York
KBNA,KNZY,135,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
KBNA,KSLC,134,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,4227,40.7883987427,-111.9779968262,America/Denver
KMCO,KSAT,190,2025-04,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago
KBNA,KHND,211,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KFLL,KHOU,143,2025-04,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago
KPHL,KTPA,651,2025-04,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KRDU,KTPA,256,2025-04,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KMIA,SBGR,259,2025-04,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,GRU,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,Sao Paulo,BR,2459,-23.4355564117,-46.4730567932,America/Sao_Paulo
KORD,VHHH,60,2025-04,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
KBNA,KSAT,202,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago
KDTW,KMDW,356,2025-04,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645,42.2123985291,-83.3534011841,America/Detroit,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago
KHOU,KIND,106,2025-04,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago,IND,Indianapolis International Airport,Indianapolis,Indiana,US,797,39.717300415,-86.2944030762,America/Indiana/Indianapolis
KDEN,KFLL,218,2025-04,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York
KAPA,KBWI,22,2025-04,APA,Centennial Airport,Denver,Colorado,US,5885,39.57009888,-104.848999,America/Denver,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York
KHOU,KMCO,308,2025-04,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York
KAUS,KBWI,220,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York
KBWI,KDEN,424,2025-04,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver
KLAS,KTPA,88,2025-04,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KMDW,KSLC,61,2025-04,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,4227,40.7883987427,-111.9779968262,America/Denver
KBTF,KMDW,62,2025-04,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago
KMCO,KPHX,336,2025-04,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KBNA,KHOU,332,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago
KPHX,PHNL,207,2025-04,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu
KAUS,KTPA,184,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KNZY,KSAT,103,2025-04,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago
KBNA,KDCA,728,2025-04,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,DCA,Ronald Reagan Washington National Airport,Washington,Virginia,US,15,38.8521003723,-77.0376968384,America/New_York
KAPA,KBNA,51,2025-04,APA,Centennial Airport,Denver,Colorado,US,5885,39.57009888,-104.848999,America/Denver,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago
KAUS,KIND,131,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,IND,Indianapolis International Airport,Indianapolis,Indiana,US,797,39.717300415,-86.2944030762,America/Indiana/Indianapolis
KMDW,KNZY,173,2025-04,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
KBTF,KDAL,80,2025-04,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago
KAUS,KRDU,221,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KAUS,KLAS,277,2025-04,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KDEN,MMUN,222,2025-04,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver,CUN,Cancun International Airport,Cancun,Quintana-Roo,MX,22,21.0365009308,-86.8770980835,America/Cancun
KLAS,KMCO,107,2025-04,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York
KDAL,KMIA,110,2025-04,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KDAL,KSLC,70,2025-04,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,4227,40.7883987427,-111.9779968262,America/Denver
KDEN,KLGA,628,2025-04,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver,LGA,La Guardia Airport,New York,New York,US,21,40.77719879,-73.87259674,America/New_York
KBOS,KLAS,149,2025-04,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KBOS,KHND,182,2025-04,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KFLL,KHHR,380,2025-04,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles
KFLL,KSFO,181,2025-04,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KFLL,KHND,74,2025-04,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KBOS,KPHX,245,2025-04,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KBWI,KEWR,80,2025-04,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York
CYVR,KIAH,119,2025-04,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago
CYVR,KORD,121,2025-04,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago
CYUL,CYVR,311,2025-04,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.4706001282,-73.7407989502,America/Toronto,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver
CYVR,CYYZ,1400,2025-04,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto
CYVR,KEWR,119,2025-04,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York
CYYC,CYYZ,1261,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto
CYYZ,KSFO,358,2025-04,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
CYYZ,KHHR,342,2025-04,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles
CYYC,KBFI,115,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles
CYYC,KHND,105,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
CYYC,KLAS,103,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
CYYC,KMCO,80,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York
CYYC,KSNA,58,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,SNA,John Wayne Airport-Orange County Airport,Santa Ana,California,US,56,33.67570114,-117.8679962,America/Los_Angeles
CYYC,KDTW,6,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,DTW,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,US,645,42.2123985291,-83.3534011841,America/Detroit
CYYC,KSFO,109,2025-04,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
LGAT,LOWW,285,2025-04,HEW,Athen Helenikon Airport,Athens,Attica,GR,69,37.8932991028,23.7261009216,Europe/Athens,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
VABB,WSSS,273,2025-04,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.0886993408,72.8678970337,Asia/Kolkata,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
KORD,LIRF,99,2025-04,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
KATL,OEJN,4,2025-04,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,US,1026,33.6366996765,-84.4281005859,America/New_York,JED,King Abdulaziz International Airport,Jeddah,Makkah,SA,48,21.679599762,39.15650177,Asia/Riyadh
VABB,VOBL,2348,2025-04,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.0886993408,72.8678970337,Asia/Kolkata,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata
VABB,VOHS,1186,2025-04,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.0886993408,72.8678970337,Asia/Kolkata,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata
EIDW,OTBD,96,2025-04,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,DIA,Doha International Airport,Doha,Baladiyat-ad-Dawḩah,QA,35,25.261100769,51.5651016235,Asia/Qatar
OTBD,RJAA,48,2025-04,DIA,Doha International Airport,Doha,Baladiyat-ad-Dawḩah,QA,35,25.261100769,51.5651016235,Asia/Qatar,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
KMIA,LEMD,206,2025-04,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
KORD,LEMD,104,2025-04,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
EBBR,EIDW,330,2025-04,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin
